Smiles,CDK1,CDK2,CDK4,CDK5,CDK6,CDK7,CDK8,CDK9,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC4CC5O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC4CN5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CNCC(C4)C5O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CNCC(C4)C5O)cn3)nc2n1C1CCCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5C(N)C5C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4C5CCC4CNC5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5(CNC5)C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC(C4)N(CC(F)(F)F)C5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC5(N(C)C)C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)C5(C)O)cn3)nc2n1C1CCCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)C5N(C)C)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)C5O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C(C)(C)C,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1-c1ccc(C(C)(C)C#N)cc1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1-c1ccc(C(C)(C)C)cc1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCOC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCN(C(C)(C)C)CC1,0,,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCN(C2CC2)CC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5C(=O)C4CCCN4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5C(=O)CN)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5CCO)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)O5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC4C5O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCCC(C4)N5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CN(Cc6ccccc6)CC(C4)O5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CNCC(C4)O5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CNCC5C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5COCC(C4)N5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCC(N(C)C)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCCC5CCNC5C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCC5(CC4)CNC5)cn3)nc2n1C1CCCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCC5COCC(C4)N5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCN(CCO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCN5CCCC5C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCN5CCC4CC5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCNCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)NC4CCNCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C4CCN(CCO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN1CC2(C)CN(C(=O)c3ccc(Nc4ncc5cc(C(=O)N(C)C)n(C6CCCC6)c5n4)nc3)CC(C)(C1)C2O,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N(C)CCN)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N(C)CCO)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CCCNC5)OC4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CCCNCC5)OC4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5)cn3)nc2n1C1CCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5C)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5S(C)(=O)=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN1CC2CC(=O)N(c3ccc(Nc4ncc5cc(C(=O)N(C)C)n(C6CCCCCC6)c5n4)nc3)CC2C1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5CC(F)(F)F)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4C(=O)CN5CCC4CC5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC(O)C4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC(O)C4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC4=O)CC4CCC(C5)N4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC4=O)CC4CCC(C5)N4)cn3)nc2n1C1CCCOC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC6CCC(C5)N6)OC4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC6CCC(C5)N6)OC4=O)cn3)nc2n1C1CCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CC6CCC(C5)N6C)OC4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN1CCCC2(C1)CN(c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C(=O)O2,0,,1,,,,,,,,,
CN1CCCC2(CC1)CN(c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C(=O)O2,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5(CCNCC5)OC4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CC5(N)C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(C4)N5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5)cn3)nc2n1-c1ccc(C(C)(C)C#N)cc1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(N5)C4=O)cn3)nc2n1C1CCCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5COCC(CC4=O)N5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC(N)C4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC(O)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC5(CCCN5)C4=O)cn3)nc2n1C1CCCOC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC5(CCCN5C(=O)OC(C)(C)C)C4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCCC5(CCNCC5)C4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(O)CO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC#N)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(C)(C)O)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(F)(F)F)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC(N)=O)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)C5CC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)C5CCCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CCC5CCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)N5CCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)N5CCCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)N5CCOCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C5CCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CC5CCCCC5)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCC#N)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCCO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCF)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCOCCO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN5CCCC5C4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN5CCCC5C4)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN5CCCC5C4=O)cn3)nc2n1C1CCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN5CCCCC5C4=O)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN5CCCCC5C4=O)cn3)nc2n1C1CCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNC(=O)C4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNC(C)(C)C4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4=O)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCOCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(CN4CCN(C(=O)CN)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN1CCN(Cc2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(CN4CCN(S(C)(=O)=O)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(C4)N5)nn3)nc2n1C1CCCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5)nn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCC(N(C)C)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)nn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(CCO)CC4)nn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)nn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3cnc(N4CCN(CCO)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3cnc(N4CCNCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CN(C)C1CCN(c2ccc3[nH]c(C(=O)c4ccnc(-c5cncc6ccccc56)c4)nc3n2)CC1,0,,1,,1,,,,,,,
CN(C)CC(=O)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,0,0,,,,,,,,,,
CNC(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CC4CN5)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CNC(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC(C4)N5)cn3)nc2n1C1CCCC1,0,,,,,,,,,,,
CNC(=O)c1cc2cnc(Nc3ccc(N4CC5CCC(CC4=O)N5C)cn3)nc2n1C1CCCC1,0,,1,,,,,,,,,
CNC(=O)c1cc2cnc(Nc3ccc(N4CCN(C(C)C)CC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
CNC(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,0,0,,,,,,,,,,
COC(=O)C(C)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,0,0,,,,,,,,,,
COCCN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc2)CC1,0,0,,,,,,,,,,
CSCCC(N)C(=O)N1C2CCC1CN(C(=O)c1ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)nc1)C2,0,,1,,,,,,,,,
Fc1ccc(-c2n[nH]cc2-c2ccnc(Nc3ccc(N4CCNCC4)cn3)n2)cc1,0,0,1,,,,,,,,,
Nc1nc(OCC2CCCC2)c2[nH]cnc2n1,0,0,,,,,,,,,,
c1cc(-c2c[nH]nc2C2CC2)nc(Nc2ccc(N3CCNCC3)cn2)n1,0,0,1,,,,,,,,,
c1cc(-c2cn[nH]c2C2CC2)nc(Nc2ccc(N3CCNCC3)cn2)n1,0,0,1,,,,,,,,,
CC(C)n1cnc2c(N=C(N)N)nc(NCCO)nc21,0,,,,,,,,,,,
CC(C)n1cnc2c(NC(=N)N)nc(NCCO)nc21,0,1,,,,,,,,,,
CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1,0,,,,,,,,,,,
CC(C)C(N)COc1nc(N=C(N)N)c2ncn(C(C)C)c2n1,0,,,,,,,,,,,
CC(C)C(N)COc1nc(NC(=N)N)c2ncn(C(C)C)c2n1,0,,,,,,,,,,,
CN(C)Cc1c(O)cc(O)c2c(=O)c(O)c(-c3ccc(O)c(O)c3)oc12,0,,,,,,,,,,,
NS(=O)(=O)c1ccc(Nc2ncc3nc[nH]c3n2)cc1,0,,,,,0,,0,,,,
N#Cc1ccc2c(c1)C(=CNc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O,0,0,0,,,,,,,,,
Fc1ccc2c(c1)-c1n[nH]cc1CS2,0,0,,,,,,,,,,
Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,0,,,,,,,,,,,
CS(=O)(=O)c1ccc(Nc2cc(NC3CCC(N)CC3)nc3ncnn23)cc1,0,1,,,,,,,,,,
CCC(CO)Nc1nc(NCc2ccccc2)c2nc([N+](=O)[O-])n(C(C)C)c2n1,0,,,,,,,,,,,
O=C1Nc2ccccc2C1=CC(=O)c1ccccc1,0,,,,,,,,,,,
CC(C)(C)c1ccc2c(c1)C(=CNCc1cc(O)c(-c3ccccc3)cn1)C(=O)NC2=O,0,,1,,,,,,,,,
CN1CCC(c2c(O)cc(O)c3c(=O)cc(Nc4ccccc4)oc23)C(O)C1,0,0,0,,,,,,,,,
CN1CCC(c2c(O)cc(O)c3c(O)cc(=Nc4ccccc4)oc23)C(O)C1,0,,0,,,,,,,,,
Cc1nn(-c2ccccc2)c2nc(CNc3ccc(O)cc3)[nH]c(=O)c12,0,,,,,,,,,,,
CCC(C)COc1nc(N)nc2[nH]cnc12,0,0,,,,,,,,,,
CCn1cnc2ccc3nc(C(=N)NCCN(C)C)sc3c2c1=O,0,,,,,,,,,,,
CC(C)n1cnc2c(NCc3ccccc3)nc(Cl)nc21,0,,,,,,,,,,,
CCC(C)COc1nc(N)nc2nc[nH]c12,0,0,,,,,,,,,,
O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCOCC1,0,,,,,,,,,,,
O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CCOCC1,0,,,,,,,,,,,
O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2cc(Br)ccc12,0,,,,,,,,,,,
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CC5CCC4C5O)cn3)nc2n1C1CCCCCC1,0,,1,,,,,,,,,
C=CCN(C)c1nc(I)nc2c1ncn2C,0,,,0,,,,,,,,
c1nc(OCC2CCCCC2)c2nc[nH]c2n1,0,0,,,,,,,,,,
COc1ccc2c(c1)[nH]c1c(C)nccc12,0,0,,,,0,,1,,,,
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,0,0,,,,,,,,,,
O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4)c3)cc21,0,,,,,,,,,,,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCCCC3)c(O)cc(O)c12,0,,,,,,,,,,,
C=C(CC)COc1nc(N)nc2[nH]cnc12,0,0,,,,,,,,,,
Cc1nnc2sc(S)nn12,0,,,,,,,,,,,
CCC(COc1nc(N)nc2[nH]cnc12)(OC)OC,0,0,,,,,,,,,,
CCC(O)C(CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,0,1,0,,,,,,,,,
Nc1nc(OCC2=CCCC2)c2nc[nH]c2n1,0,0,,,,,,,,,,
C=C(CC)COc1nc(N)nc2nc[nH]c12,0,0,,,,,,,,,,
CCC(COc1nc(N)nc2nc[nH]c12)(OC)OC,0,0,,,,,,,,,,
Nc1nc(OCC2=CCCC2)c2[nH]cnc2n1,0,0,,,,,,,,,,
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccc(Br)cc3c21,0,,,,,,,,,,,
NS(=O)(=O)c1ccc(Nc2nc3ncnc(Nc4c(F)cccc4F)c3s2)cc1,0,,,,,,,,,,,
CC(C)Nc1n[nH]c2ccc(N)cc12,0,0,,,,,,,,,,
Cn1ncc2c1CCCC2=O,0,0,,,,,,,,,,
O=C1NC(=O)C(Nc2ccccc2)=C1Cl,0,0,,,,,,,,,,
CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)-c2ccccc21,0,,,0,,,,,,,,
Nc1ccc2[nH]c3c(c2c1)CC(=O)Nc1ccccc1-3,0,,,0,,,,,,,,
CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,0,1,0,,,,,,,,,
CCC(CO)Nc1nc(NCc2ccccc2)c2nc(Cl)n(C(C)C)c2n1,0,,,,,,,,,,,
CCOC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,0,,0,0,,0,,0,,,,
O=C(CBr)N(c1ccccc1)S(=O)(=O)c1cc(Cl)sc1Cl,0,0,,,0,0,,,,,,
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3c(Br)cccc3c21,0,0,0,,,,,,,,,
C#CC(=O)Nc1ccc2c(c1)C(=Cc1[nH]c(CC)nc1C)C(=O)N2,0,,,,,,,,,,,
C#CC(=O)Nc1ccc2c(c1)C(=Cc1[nH]c(CC)nc1C)C(=O)N2C,0,,,,,,,,,,,
CC#CC(=O)Nc1ccc2c(c1)C(=Cc1[nH]c(CC)nc1C)C(=O)N2,0,,,,,,,,,,,
Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,0,0,,0,,0,,0,,,,
CCc1nc(C)c(C=C2C(=O)N(C)c3ccc(C(=O)CCl)cc32)[nH]1,0,,,,,,,,,,,
O=C(c1ccc2nc(Nc3ccc(Oc4ccccc4)cc3)cn2c1)c1c(Cl)cccc1Cl,0,0,0,,,,,,,,,
O=C(c1ccc2nc(Nc3ccncc3)cn2c1)c1c(Cl)cccc1Cl,0,0,0,,,,,,,,,
CN(C)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,0,,,,,,,,,,,
CN1CCN(Cc2c(O)cc(O)c3c(=O)c(O)c(-c4ccc(O)c(O)c4)oc23)CC1,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN(C)C,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN1CCCC1,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN1CCCCC1,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN1CCN(C)CC1,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN1CCOCC1,0,,,,,,,,,,,
COc1cc(O)c(C(=O)C=Cc2ccccc2)cc1CN1CCSCC1,0,,,,,,,,,,,
COc1cc2c(cc1C)NC(=O)C2=Cc1c(Cl)[nH]c2ccccc12,0,,,,,,,,,,,
COc1ccc(C(=O)C=Cc2ccccc2)c(O)c1,0,,,,,,,,,,,
COc1ccc(OC)c2c(=S)c3ccccc3[nH]c12,0,0,0,0,,0,,0,,,,
COc1ccccc1-c1cc2[nH]ccnc-2n1,0,,,,,,,,,,,
Nc1nccc(-c2c[nH]c3cc(Br)c(Br)cc23)n1,0,,,0,,,,,,,,
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(CN3CCOCC3)c(O)cc(O)c12,0,,,,,,,,,,,
CCN1CCN(Cc2cnc(Nc3cc(-c4cc(F)c5nc(C)n(C(C)C)c5c4)ncn3)nc2)CC1,0,,1,,,,,,,,,
CC(C)CCOc1nc(N)nc2[nH]cnc12,0,0,,,,,,,,,,
CCC(Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,0,1,0,,,,,,,,,
Cc1nn(-c2ccccc2)c2nc(CNc3ccccc3)[nH]c(=O)c12,0,,,,,,,,,,,
c1ccc(-c2cc3[nH]ccnc-3n2)nc1,0,,,,,,,,,,,
CC(C)(N)c1ccc(-c2nc(Nc3ccc(OCCN4CCOCC4)cc3)ncc2C#N)cc1,0,,,,,,,,,,,
CC(C)CCOc1nc(N)nc2nc[nH]c12,0,0,,,,,,,,,,
Nc1nc(Nc2ccccc2)ccc1C(=O)c1c(F)cccc1F,0,,,,,,,,,,,
